accession	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_21	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_23	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_21,GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_23	2	aca1,acrif3
GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_21	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_23	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_21,GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_23	2	aca1,acrif3
GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_21	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_22	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_21,GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_22	2	aca1,acrif5
GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_21	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_22	GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_21,GCA_053211075.1_ASM5321107v1_genomic_all_plasmids.part_JBRULP010000002.1_22	2	aca1,acrif5
GCA_053233885.1_ASM5323388v1_genomic_all_plasmids.part_JBRUYQ010000002.1	GCA_053233885.1_ASM5323388v1_genomic_all_plasmids.part_JBRUYQ010000002.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_053233885.1_ASM5323388v1_genomic_all_plasmids.part_JBRUYQ010000002.1_26	GCA_053233885.1_ASM5323388v1_genomic_all_plasmids.part_JBRUYQ010000002.1_26	GCA_053233885.1_ASM5323388v1_genomic_all_plasmids.part_JBRUYQ010000002.1_26	1	klca
GCA_053233905.1_ASM5323390v1_genomic_all_plasmids.part_JBRUYR010000002.1	GCA_053233905.1_ASM5323390v1_genomic_all_plasmids.part_JBRUYR010000002.1_ardb_klca_acric11_1	Anti_RM	ardb_klca_acric11	Antidefense	GCA_053233905.1_ASM5323390v1_genomic_all_plasmids.part_JBRUYR010000002.1_26	GCA_053233905.1_ASM5323390v1_genomic_all_plasmids.part_JBRUYR010000002.1_26	GCA_053233905.1_ASM5323390v1_genomic_all_plasmids.part_JBRUYR010000002.1_26	1	klca
GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_9	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_9	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_9	1	ardk
GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_29	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_32	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_29,GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_32	2	aca1,acrie2
GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_30	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_32	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_30,GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_32	2	aca1,acrif3
GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_31	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_32	GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_31,GCA_053312425.1_ASM5331242v1_genomic_all_plasmids.part_CP137519.1_32	2	aca1,acrif5
GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1_67	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1_67	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1_67	1	ardc
GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1_118	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1_118	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040359.1_118	1	aca4
GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040360.1	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040360.1_ardk_1	Anti_RM	ardk	Antidefense	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040360.1_38	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040360.1_38	GCA_053343655.1_ASM5334365v1_genomic_all_plasmids.part_AP040360.1_38	1	ardk
GCA_053360745.1_ASM5336074v1_genomic_all_plasmids.part_CP171964.1	GCA_053360745.1_ASM5336074v1_genomic_all_plasmids.part_CP171964.1_ardk_1	Anti_RM	ardk	Antidefense	GCA_053360745.1_ASM5336074v1_genomic_all_plasmids.part_CP171964.1_14	GCA_053360745.1_ASM5336074v1_genomic_all_plasmids.part_CP171964.1_14	GCA_053360745.1_ASM5336074v1_genomic_all_plasmids.part_CP171964.1_14	1	ardk
GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_8	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_8	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_8	1	ardk
GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_25	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_28	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_25,GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_28	2	aca1,acrie1
GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_26	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_28	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_26,GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_28	2	aca1,acrif3
GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_27	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_28	GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_27,GCA_053360765.1_ASM5336076v1_genomic_all_plasmids.part_CP171967.1_28	2	aca1,acrif5
GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_8	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_8	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_8	1	ardk
GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_24	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_27	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_24,GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_27	2	aca1,acrie1
GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_25	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_27	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_25,GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_27	2	aca1,acrif3
GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_26	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_27	GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_26,GCA_053360775.1_ASM5336077v1_genomic_all_plasmids.part_CP171889.1_27	2	aca1,acrif5
GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_8	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_8	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_8	1	ardk
GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_23	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_26	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_23,GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_26	2	aca1,acrie1
GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_24	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_26	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_24,GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_26	2	aca1,acrif3
GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_25	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_26	GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_25,GCA_053360785.1_ASM5336078v1_genomic_all_plasmids.part_CP171891.1_26	2	aca1,acrif5
GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1	GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_106	GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_108	GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_106,GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_108	2	aca1,acrif3
GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1	GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_107	GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_108	GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_107,GCA_053360795.1_ASM5336079v1_genomic_all_plasmids.part_CP171908.1_108	2	aca1,acrif5
GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_9	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_9	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_9	1	ardk
GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_27	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_30	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_27,GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_30	2	aca1,acrie1
GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_28	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_30	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_28,GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_30	2	aca1,acrif3
GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_29	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_30	GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_29,GCA_053360815.1_ASM5336081v1_genomic_all_plasmids.part_CP171912.1_30	2	aca1,acrif5
GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1	GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_105	GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_107	GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_105,GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_107	2	aca1,acrif3
GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1	GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_106	GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_107	GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_106,GCA_053360825.1_ASM5336082v1_genomic_all_plasmids.part_CP171914.1_107	2	aca1,acrif5
GCA_053372455.1_ASM5337245v1_genomic_all_plasmids.part_CP171902.1	GCA_053372455.1_ASM5337245v1_genomic_all_plasmids.part_CP171902.1_ardk_1	Anti_RM	ardk	Antidefense	GCA_053372455.1_ASM5337245v1_genomic_all_plasmids.part_CP171902.1_13	GCA_053372455.1_ASM5337245v1_genomic_all_plasmids.part_CP171902.1_13	GCA_053372455.1_ASM5337245v1_genomic_all_plasmids.part_CP171902.1_13	1	ardk
GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_9	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_9	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_9	1	ardk
GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_27	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_30	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_27,GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_30	2	aca1,acrie1
GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_28	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_30	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_28,GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_30	2	aca1,acrif3
GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_29	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_30	GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_29,GCA_053372475.1_ASM5337247v1_genomic_all_plasmids.part_CP171924.1_30	2	aca1,acrif5
GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_8	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_8	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_8	1	ardk
GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_24	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_27	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_24,GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_27	2	aca1,acrie2
GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_25	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_27	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_25,GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_27	2	aca1,acrif3
GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_26	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_27	GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_26,GCA_053372485.1_ASM5337248v1_genomic_all_plasmids.part_CP171929.1_27	2	aca1,acrif5
GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_9	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_9	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_9	1	ardk
GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_27	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_30	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_27,GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_30	2	aca1,acrie1
GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_28	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_30	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_28,GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_30	2	aca1,acrif3
GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_29	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_30	GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_29,GCA_053372495.1_ASM5337249v1_genomic_all_plasmids.part_CP171932.1_30	2	aca1,acrif5
GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_10	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_10	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_10	1	ardk
GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_28	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_31	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_28,GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_31	2	aca1,acrie1
GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_29	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_31	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_29,GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_31	2	aca1,acrif3
GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_30	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_31	GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_30,GCA_053372505.1_ASM5337250v1_genomic_all_plasmids.part_CP171936.1_31	2	aca1,acrif5
